chr,start,start_snpid,end,end_snpid,mex,nsnp,dis
5,187848427,PZE-105130917,187849151,PZE-105130924,0.26373913043478,2,724
5,188389404,SYN16485,188389851,PZE-105131137,1.46197101449275,3,447
5,188463119,SYN16488,188477751,PZE-105131333,0.55044347826087,5,14632
5,188660453,SYN10270,188666818,PZE-105131631,0.433304347826085,2,6365
5,188829673,PZE-105132211,188834472,SYN35856,0.26036231884058,3,4799
5,188967385,PZE-105132637,189866304,PZE-105133450,0.689909782608696,20,898919
5,190732112,PZE-105134814,190741344,PZE-105134565,0.335423913043477,6,9232
5,192278889,PZE-105137112,192285622,PUT-163a-16918459-996,0.717543478260872,4,6733
5,196023222,SYNGENTA5631,196177961,SYN31099,0.932652173913043,12,154739
5,196787901,SYN28488,197606891,PZE-105142994,0.24910869565217,16,818990
5,197720714,PUT-163a-21390416-1527,197788438,PZE-105143481,0.27647826086957,4,67724
5,197947780,PZE-105143871,198044880,PZE-105144193,0.825592391304348,8,97100
5,198526942,PZE-105144626,198716544,PZE-105144767,0.674268115942027,3,189602
5,200649357,SYN11897,200877505,PZE-105148878,0.42286956521739,9,228148
5,201630584,SYN2083,201668024,PZE-105150212,0.27163768115942,3,37440
5,202394540,PZE-105151258,202827019,PZE-105151612,0.601385869565218,12,432479
5,203405146,PZE-105152305,203407056,PZE-105152296,0.740891304347826,4,1910
5,204605827,SYN1926,204759879,SYN7958,0.47517391304348,15,154052
5,206263616,PZE-105158473,206272652,PZE-105158503,0.892380434782609,2,9036
5,206557530,PZE-105158756,206572663,PZE-105158836,0.810376811594203,3,15133
5,207509606,PZE-105160703,207657718,PZE-105160952,0.352160326086956,8,148112
5,208254880,PZE-105163347,208341612,PZE-105163910,0.390695652173912,4,86732
5,209255165,PZE-105165545,209256794,PZE-105165547,0.36591304347826,2,1629
5,209291748,PZE-105165602,209471231,SYNGENTA13567,0.30905434782609,2,179483
5,209867354,SYN21851,210022668,PZE-105166637,0.285767080745343,7,155314
5,210691247,SYN29192,210752365,SYN28270,0.22884782608696,5,61118
5,211077275,SYN17485,211178921,SYN9392,0.34136956521739,4,101646
5,211281947,SYN3905,211520011,SYN2631,2.12159782608695,8,238064
5,211708477,SYN4380,211716520,SYN4379,0.43076086956522,2,8043
5,211763488,SYN22488,211939303,SYN18041,0.358813043478264,5,175815
5,212204526,PZE-105171924,212319875,SYN38866,0.907847826086957,7,115349
5,212748047,SYN35259,212819118,SYN35279,0.871725752508361,13,71071
5,213291931,SYN2950,213365136,SYN9405,1.50503557312253,22,73205
5,213726718,SYN25263,213726940,SYN25255,1.01667391304348,2,222
5,214283378,SYN33429,214284853,SYNGENTA12447,0.439760869565217,3,1475
5,214376946,SYN33425,214382086,PUT-163a-71427540-3259,0.6854347826087,3,5140
5,214517424,PZE-105178018,214845956,SYNGENTA10881,0.490420289855073,6,328532
5,215016341,SYN31305,215018403,SYN31322,0.53469565217391,2,2062
5,215622830,SYN33323,215626737,SYN33329,1.13732608695652,6,3907
5,215742501,PZE-105180820,215783463,PZE-105180858,0.501510869565215,2,40962
5,215991421,PZE-105181352,216164529,PUT-163a-71328889-3180,0.5410652173913,12,173108
5,216439893,SYNGENTA14200,216440431,SYNGENTA14197,0.477141304347823,4,538
5,216533976,PUT-163a-16927090-1168,216539556,PZE-105181902,0.332608695652175,2,5580
5,216644366,PZE-105182082,217708600,PZE-105182676,0.969126409017711,27,1064234
6,129643,PZE-106000007,659803,PZE-106000286,0.61115217391304,21,530160
6,1234387,PZE-106000504,1240386,PZE-106000516,0.885222826086955,4,5999
6,1535919,PZE-106000837,1537832,PZE-106000863,0.54084239130435,4,1913
6,1994553,PZE-106000993,2039806,PZE-106001089,0.48136956521739,2,45253
6,2882514,SYN22071,4802276,PUT-163a-149095867-899,0.470554054054051,37,1919762
6,4894009,PUT-163a-29130804-1741,4894329,PZE-106003981,0.352858695652175,2,320
6,6914558,PZE-106005688,8108778,SYN27273,0.748956521739131,8,1194220
6,9200467,SYN3415,17372369,PZE-106020831,0.661459954233408,38,8171902
6,17425840,PZE-106020840,18991117,PZE-106021420,0.977536231884057,21,1565277
6,20331355,PZE-106021644,21317002,PZE-106007374,0.6566884057971,6,985647
6,22664410,PZE-106007763,25581860,PZE-106008914,0.697465517241375,58,2917450
6,26561158,PZE-106009223,26717497,PZE-106009355,0.368760869565217,7,156339
6,27899230,PZE-106009925,27904433,PZE-106009923,0.338608695652175,2,5203
6,28146885,SYN36831,28225260,PZE-106010268,0.727920289855076,3,78375
6,31601533,PZE-106012204,32026839,PZE-106012528,0.57616996047431,11,425306
6,32456515,PZE-106012720,34455853,PZE-106013446,0.589710748792272,36,1999338
6,34978226,SYN17206,35091333,SYN26542,0.46560869565217,11,113107
6,35895383,PZE-106014445,35896206,PZA03063.21,0.211086956521739,5,823
6,40568194,PZE-106017215,40875092,PZE-106017319,0.632,3,306898
6,72859909,PZE-106031091,72868687,SYN35570,1.2360347826087,5,8778
6,78735781,SYN2644,81441236,PZE-106034719,0.937907826086956,50,2705455
6,82016672,PZE-106035094,82701408,PZE-106035421,0.297180434782609,10,684736
6,83930912,PZE-106036301,84787343,PZE-106037024,0.766217391304347,17,856431
6,85410480,PZE-106037346,85517575,PZE-106037482,0.5585,2,107095
6,86755707,PZE-106038725,88635583,PZE-106039871,1.20967978848414,37,1879876
6,88735705,PZE-106040109,88998736,SYN27726,0.66863768115942,9,263031
6,89885879,PZE-106041244,89888723,PZE-106041256,0.46945652173913,2,2844
6,91643101,PZE-106042198,91646266,PZE-106042232,0.394983695652172,4,3165
6,92304502,PZE-106042764,93328165,SYN2958,0.658691699604743,22,1023663
6,94500719,PZE-106045052,94518559,PZE-106045095,0.72325652173913,5,17840
6,95459971,PZE-106046093,95461184,PZE-106046094,0.28036956521739,2,1213
6,97339612,PZE-106048351,97804848,PZE-106048775,0.986086956521736,13,465236
6,98257387,PZE-106049277,98257427,PZE-106049278,0.25965217391304,2,40
6,100200639,PZE-106050388,100214304,PZE-106050426,0.24723913043478,2,13665
6,104113156,PZE-106053653,104275034,PZE-106053717,0.246621739130436,5,161878
6,104862051,PZE-106054188,104865093,PZE-106054189,0.310358695652175,2,3042
6,105926744,PZE-106055606,105952893,SYNGENTA2097,0.40880434782609,2,26149
6,106153240,PZE-106055794,106898387,SYN3042,0.93276086956522,19,745147
6,107169575,SYN21155,107178089,ZM013139-0345,0.28214492753623,6,8514
6,107591041,PUT-163a-31909945-2001,110152982,PZE-106059851,1.22613043478261,69,2561941
6,111678034,PZE-106057769,111707039,PZE-106057860,0.44918115942029,3,29005
6,112436068,PZE-106061688,112596521,SYN28805,1.23902173913044,8,160453
6,112803148,SYN38140,112818131,SYN26680,0.20134782608696,5,14983
6,113722033,PZE-106062728,115554474,PZE-106063999,0.649207280080889,43,1832441
6,115640112,SYN15518,115956908,PZE-106064355,0.829919254658384,7,316796
6,120739147,PZE-106067758,120959772,PUT-163a-86468823-4491,0.516891304347826,11,220625
6,123315131,PZE-106069603,123336768,PZE-106069625,0.249521739130435,2,21637
6,124531652,SYN7542,124709894,SYN32940,1.34413043478261,10,178242
6,129139474,PZE-106073551,129139869,PZE-106073554,0.44145652173913,3,395
6,129436903,PZE-106073719,129473249,SYN24361,0.339343478260868,5,36346
6,130131604,PZE-106075035,130161136,SYN19861,0.646608695652176,5,29532
6,130586557,PZE-106075377,131411390,PZE-106076029,2.12387351778656,22,824833
6,131991597,SYN3765,132431872,PZE-106077040,0.285295289855075,12,440275
6,132889427,PZA00250.1,133514256,PZE-106078099,1.58300334448161,26,624829
6,133816320,PZE-106078323,138187940,SYN15161,1.54560335968379,110,4371620
6,138930012,PZE-106081873,139620998,PZE-106082466,0.89207809983897,27,690986
6,140693501,PZE-106083274,140849014,SYN25253,0.869565217391305,11,155513
6,140913878,PZA02478.6,142454412,PZE-106085217,1.18765896739131,32,1540534
6,142950378,PZE-106085963,143955268,SYN22021,0.763760869565217,24,1004890
6,147137823,SYN27107,147209782,SYN28457,0.97915217391304,5,71959
6,150017729,SYN29970,150074555,SYN29969,0.214,5,56826
6,150737685,SYN11816,150742529,SYN11824,0.44052173913043,2,4844
6,150889413,PZE-106096872,151486586,PZE-106097584,0.576590792838875,17,597173
6,151795404,SYN26322,152212776,PZE-106098533,0.703920807453416,14,417372
6,152277265,SYN16935,152974712,SYN19380,0.658451086956524,12,697447
6,153655457,PZE-106100910,153661994,PZE-106101027,1.71669565217391,2,6537
6,154165245,SYN24459,154237741,SYN24465,0.35841304347826,7,72496
6,154322286,SYN10485,154322421,SYN10486,0.305913043478261,2,135
6,154326722,PZE-106102395,154782129,PUT-163a-28985344-1712,0.362821070234113,13,455407
6,155508945,SYN23855,155509795,SYN23873,0.213815217391305,4,850
6,155515953,PUT-163a-71768674-3531,155524834,SYNGENTA12830,0.305902173913045,2,8881
6,155757023,PUT-163a-71422538-3211,156692942,PZE-106106877,0.6768095952024,29,935919
6,156820261,SYN23621,156827327,SYN23623,1.64909420289855,3,7066
6,158259287,SYN19164,158282194,SYN19158,0.36597826086957,7,22907
6,158366537,PZE-106109825,158369685,PZE-106109857,0.892333333333333,3,3148
6,158445729,SYN10780,158447851,SYN10782,0.31468115942029,3,2122
6,159147552,SYN26097,159151310,ZM012369-0391,1.366,3,3758
6,159381451,PZE-106111790,159405032,PZE-106111839,0.49202173913043,4,23581
6,159616948,PZE-106112096,159825367,SYN27128,0.375577898550725,12,208419
6,160337381,SYN8244,160411245,PZE-106114215,0.2849347826087,6,73864
6,161446901,PUT-163a-71303230-3078,161452543,PZE-106115350,0.28182608695652,3,5642
6,161874523,PZE-106116583,161988333,SYN9305,0.587499999999999,8,113810
6,162186556,PUT-163a-60338619-2360,162384398,SYN32559,0.37953152173913,20,197842
6,162643617,PZE-106119113,162645229,SYN24539,0.51182608695652,7,1612
6,162686012,SYN22993,162689129,SYN22992,1.02873913043478,3,3117
6,162915541,SYN16021,163851231,SYN13318,0.490747181964575,27,935690
6,164891527,PZA02141.1,164901150,SYN10683,0.40054347826087,4,9623
6,165941397,SYN38609,166054160,SYN18594,1.75215942028986,15,112763
6,166254385,SYN7863,166254749,SYN7860,0.71989130434783,2,364
6,166629419,PZE-106128613,166828427,PZE-106128992,0.452576923076919,13,199008
6,167018795,PHM5529.4,167421872,SYN11439,1.25562560386473,18,403077
6,167691333,PZE-106131169,167702353,PZE-106131184,0.66030434782609,2,11020
7,726534,PZE-107000453,955291,PZE-107000462,0.806630434782608,6,228757
7,1138277,PZE-107000992,1226773,PZE-107001156,1.76707246376812,12,88496
7,1297354,SYN10738,1310254,PUT-163a-60347260-2574,0.42647826086957,10,12900
7,1972892,SYN36193,1975989,PZE-107002330,0.594108695652175,2,3097
7,2133651,PZE-107002578,2135320,SYN24975,0.30754347826087,3,1669
7,2582409,SYNGENTA14859,2963772,SYN24434,0.69405016722408,13,381363
7,3588989,PZE-107005360,3598960,PZE-107005367,0.96175,2,9971
7,4236601,PZB01083.4,4545566,SYN18499,0.823628260869565,10,308965
7,4703474,SYN37963,4795874,SYN37961,1.17884782608696,3,92400
7,5525020,SYN3807,5526782,PZE-107008540,0.367942028985507,3,1762
7,5797588,PZE-107008960,5978305,PZE-107009208,0.462836956521735,2,180717
7,6127634,PZE-107009409,6550521,PZE-107010082,0.791576086956518,6,422887
7,7410318,SYN19831,7524272,PZE-107011169,1.01188127090301,13,113954
7,8057494,SYN4536,8309270,SYN24999,0.795732514177697,23,251776
7,8701128,SYNGENTA6494,8929809,PZE-107012310,1.67123369565217,8,228681
7,9200061,SYN18116,9200919,PZE-107012564,0.494184782608695,2,858
7,9329135,SYN36572,9329883,SYN36579,0.429184782608695,2,748
7,9708272,SYN39338,9709489,SYN39339,0.60630434782609,2,1217
7,10163248,PZE-107013677,10549337,SYN19318,0.674543478260872,5,386089
7,10694586,SYN6900,10696065,SYN6897,0.21489130434783,4,1479
7,13959219,PZE-107016552,13980271,PZE-107016614,0.46510869565217,2,21052
7,14905655,PZE-107017377,15282338,SYN35761,0.891154891304346,16,376683
7,15416447,PZE-107017855,15543799,PZE-107018090,1.05063526570048,9,127352
7,17008049,PZE-107018773,17143015,PZE-107018798,0.333510869565215,2,134966
7,17470930,SYN15993,17697607,SYN27394,1.08383399209486,11,226677
7,21123106,PZE-107021664,21331332,SYN28353,0.99126708074534,21,208226
7,21869640,PZE-107022242,22014933,SYN27926,1.79217391304348,3,145293
7,24221272,PZE-107023462,24409023,SYN23593,0.409101449275363,3,187751
7,26860404,SYN20711,26864427,PZE-107024779,0.24746739130435,2,4023
7,27009126,PZE-107024936,27312619,PZE-107025115,1.11376482213439,11,303493
7,27420345,PZE-107025209,27480166,PZE-107025223,0.57361956521739,2,59821
7,29053955,PZE-107026046,36725971,PZE-107029600,1.97310908617547,167,7672016
7,37252556,PZE-107029827,39506033,PZE-107030605,1.14454869565217,25,2253477
7,43525552,PZE-107032603,44389799,PZE-107032987,0.89717391304348,20,864247
7,45117728,PZE-107033224,68348115,PZE-107036804,2.64694374044134,199,23230387
7,68866257,PZE-107036893,75985070,PZE-107039304,1.30379241261722,51,7118813
7,77594401,PZE-107039884,77600319,PZE-107039913,0.687673913043478,3,5918
7,79101130,PZE-107040458,79560286,PZE-107040678,1.06836956521739,8,459156
7,79560669,PZE-107040681,84124234,PZE-107042651,0.54165217391304,60,4563565
7,84488991,PZE-107042891,84503745,PZE-107042903,0.320724637681157,3,14754
7,84702418,SYN29842,85882473,PZA02291.1,0.855922038980507,29,1180055
7,86018931,PZE-107043608,86951134,PZE-107043997,1.13986392914654,27,932203
7,89033210,PZE-107044440,92275619,PZE-107045181,0.822033180778032,38,3242409
7,99541472,PZE-107050350,99955636,PZE-107050536,1.69224154589372,9,414164
7,100622093,PZE-107051266,101117580,PZE-107051567,1.39762888198758,14,495487
7,102759931,PZE-107052417,103666932,PZE-107052775,0.811697101449275,15,907001
7,105057954,PZE-107053716,105062294,SYN16732,0.47017391304348,3,4340
7,105067196,PZE-107053815,105368162,SYN14379,0.885456521739134,10,300966
7,106326475,PZE-107054656,106332162,PZE-107054663,0.233054347826087,2,5687
7,106638282,PZE-107054796,107237942,PZE-107055415,0.9665422705314,18,599660
7,107931299,SYN16553,108482809,PZE-107056322,0.497,10,551510
7,109052984,PZE-107056866,109056890,PZE-107056833,0.366884057971017,3,3906
7,109149980,SYN39188,109544586,PZE-107057306,0.403667701863354,14,394606
7,115550090,PZE-107060076,116382412,PZE-107060650,2.06166973244147,26,832322
7,116516541,SYN36347,117364240,SYN32778,0.50747826086957,10,847699
7,118312766,PZE-107062095,118427588,PZE-107062139,0.636847826086955,2,114822
7,118623967,SYN3200,119255159,PZE-107062740,0.645239130434783,8,631192
7,121574874,SYN13239,121986488,PUT-163a-148954504-535,1.73374130434783,10,411614
7,122449097,PZE-107065619,122449305,PZE-107065621,0.42052173913043,2,208
7,122988560,PZE-107066119,123488407,PZE-107066392,0.964428571428571,7,499847
7,125103412,PZB01186.3,125404626,PZE-107068730,0.929917874396135,9,301214
7,125858346,PZE-107068924,126642071,PZE-107069959,0.733350434782609,25,783725
7,127590835,SYN20393,127608827,PZE-107071389,0.26528260869565,3,17992
7,128121229,PZA00370.1,128121511,PUT-163a-89248979-4620,0.436317391304346,5,282
7,128647778,PZE-107072354,128870852,PZA01690.1,0.86849565217391,10,223074
7,129264180,SYN27282,129265357,PZE-107072681,0.81998913043478,2,1177
7,129344816,PZE-107072975,129970180,SYN28756,0.703963768115942,21,625364
7,131436957,PZE-107076252,132072680,SYN29954,2.01999516908212,9,635723
7,132157598,PZE-107076827,132164876,SYN29953,0.27352173913043,7,7278
7,132591806,PZE-107077474,132632787,SYN35079,0.36980434782609,2,40981
7,133624271,PZE-107078770,134038950,SYN8213,0.558462450592882,11,414679
7,134086753,SYN22397,134138810,PUT-163a-76293504-3970,0.45483913043478,10,52057
7,134708177,PZE-107079956,134848356,SYN13957,0.236766304347825,4,140179
7,136442729,PZE-107082043,137237223,PZE-107081543,0.71337971014493,15,794494
7,138097861,PZE-107080365,139691522,PZE-107084289,0.509441304347824,30,1593661
7,141676398,SYN6941,141905228,SYN22160,0.62602173913043,18,228830
7,142686960,SYN9448,143050284,PZE-107088012,0.615714492753624,15,363324
7,143203880,PZA03258.2,143394871,SYN24399,0.419178260869564,5,190991
7,145743412,PZE-107090737,146497491,PUT-163a-148951746-518,1.25485565217391,25,754079
7,148684622,PZE-107093938,150009618,PZE-107094672,0.365469845722303,31,1324996
7,152819823,PZE-107097588,153175123,SYN22194,0.391136363636363,11,355300
7,155703825,PZE-107101504,155745285,SYN3465,0.37491304347826,3,41460
7,155835519,PZE-107101793,156023967,PZE-107102135,0.312952173913044,5,188448
7,156501153,SYN10135,156644703,SYN3654,2.16052173913043,7,143550
7,159230980,SYN18575,159759568,PZE-107108200,0.422028985507247,15,528588
7,159859201,SYN12178,160028651,SYN29620,1.59865217391304,10,169450
7,160082017,PZE-107109140,160588993,SYN14115,0.856763586956521,24,506976
7,161949846,PZE-107112738,161951423,PZE-107112786,0.34117391304348,2,1577
7,162205078,PZE-107113582,162322330,SYN8375,1.13459937888199,7,117252
7,163046499,PZE-107115307,163232404,SYN18553,0.229346014492753,12,185905
7,164071283,PZE-107116723,164457184,PZE-107117132,0.426572981366461,14,385901
7,164825106,SYN7521,164829443,SYN7511,0.56532608695652,4,4337
7,164987683,SYN23691,165033000,SYN33698,0.21480434782609,4,45317
7,166370636,PZE-107120907,166565966,PZE-107121307,0.724774844720496,14,195330
7,167715777,PZE-107123571,167716078,PZE-107123572,1.58036956521739,2,301
7,168090539,SYNGENTA6303,168201559,SYN3263,0.946866459627326,7,111020
7,169094842,PUT-163a-60399196-2989,169204328,SYN17015,0.809721014492758,6,109486
7,170113992,PUT-163a-60394076-2895,170248232,PZE-107127708,0.23126086956522,2,134240
7,172158108,PZE-107131127,172207610,SYNGENTA5289,0.739169565217392,5,49502
7,172926096,SYN34109,172926640,SYN34110,0.21210869565217,2,544
7,174506330,PUT-163a-148942056-449,174537456,PZE-107136629,0.913934782608698,4,31126
7,174758501,PZE-107137037,174789034,PZB01638.1,0.839652173913043,5,30533
7,174864155,PZE-107137157,174864319,PZE-107137158,0.64763043478261,2,164
7,175200588,PZE-107137478,175206869,PZE-107137587,0.255597826086955,2,6281
8,618018,SYN9811,834322,PZE-108000731,0.522453416149068,7,216304
8,1831104,SYN10053,2111434,PZE-108002130,0.919671497584541,9,280330
8,2289509,PZE-108002184,2297367,PZE-108002202,0.538717391304348,3,7858
8,2870279,PZE-108002742,2901121,PZE-108002818,0.46567391304348,2,30842
8,3165657,PZE-108002941,3198251,SYN9921,0.28763043478261,2,32594
8,4234473,SYN27445,4234974,SYN27444,1.16530434782609,2,501
8,4281604,PUT-163a-18162342-1227,4285183,PZE-108004275,0.63384782608696,4,3579
8,4467681,PZE-108004477,4515790,SYN3176,0.350913043478261,6,48109
8,4958525,PZE-108004841,4959906,PZE-108004843,0.67119565217391,2,1381
8,5135666,SYN34214,5296079,PZE-108005219,0.439434782608698,4,160413
8,5894265,PUT-163a-71445680-3381,6104741,PZE-108006031,0.435350241545892,9,210476
8,6584683,SYN10427,6592041,SYN10432,0.73291304347826,4,7358
8,7039437,PZE-108007013,7039485,PZE-108007015,0.393,3,48
8,7748559,SYN20700,8138951,SYN22839,0.78884782608696,19,390392
8,8731594,PZE-108008825,8858054,SYN18177,0.977743478260868,5,126460
8,10071555,SYN12761,10084076,PZE-108009621,0.224544927536237,15,12521
8,10760848,PZE-108010180,10862428,SYN36560,1.29797391304348,5,101580
8,12903707,SYN36538,13001127,PZE-108012916,0.618795652173914,5,97420
8,13912154,SYN18494,14063476,PZE-108014189,0.57713043478261,3,151322
8,14087812,PZE-108014288,14701412,PZE-108014972,1.34669732441471,13,613600
8,15985128,PZE-108016243,15993755,PZE-108016333,0.2100652173913,5,8627
8,16759156,PZE-108016983,16850944,PZE-108017105,0.651384057971017,3,91788
8,17189449,ZM010920-0581,17392146,PZB01977.1,0.404243961352658,9,202697
8,18428996,PZE-108019050,18896226,PZE-108018598,0.945670289855075,12,467230
8,19510543,PZE-108020370,19516522,PZE-108020381,0.299644927536232,3,5979
8,19667400,PZE-108020467,20084931,PZE-108021167,0.339455242966749,17,417531
8,22173115,SYN35861,22506436,PZE-108023516,0.370546583850936,7,333321
8,22645609,SYN3484,22681697,SYN3485,0.58190760869565,4,36088
8,22796774,PZE-108024116,22822377,SYN10323,0.282978260869564,7,25603
8,23081945,SYN38349,23424735,PZE-108024691,0.887521739130433,5,342790
8,27116887,PZE-108029255,29090185,PZE-108027696,1.10320471014493,24,1973298
8,34453691,PZE-108030522,34663365,PZE-108030712,0.583226086956518,5,209674
8,35815240,PZE-108031355,37640027,PZE-108032269,2.59619983277592,26,1824787
8,48327742,PZE-108044999,48874246,PZE-108035025,0.24525652173913,5,546504
8,49592208,PZE-108035132,55514465,PZE-108036269,0.625448996655517,52,5922257
8,55934366,PZE-108036363,62555003,SYN19535,0.896503105590064,98,6620637
8,62557190,SYN19534,63145783,PZE-108038623,1.26804475703325,17,588593
8,65972918,PZE-108040469,66666215,PZE-108041018,0.553392976588629,13,693297
8,67354244,PZE-108041336,67381346,PZE-108041370,0.284573913043478,5,27102
8,69119155,PZE-108042149,69230818,PZE-108042194,0.220804347826087,3,111663
8,70548917,PZE-108042644,70752314,PZE-108042684,0.565273291925466,7,203397
8,70970609,SYN22141,70971475,PZE-108042739,0.428485507246377,3,866
8,73895797,PZE-108044406,75303538,PZE-108045495,0.99561272141707,27,1407741
8,75646966,PZE-108045901,79074879,PUT-163a-71307175-3090,1.30376909518214,74,3427913
8,79280537,PZE-108047286,85864051,PUT-163a-91873854-4775,1.37875537988581,99,6583514
8,85864192,PZE-108049642,86959998,PZE-108050089,1.74870903010034,13,1095806
8,87805034,PZE-108050391,88965277,PZE-108050850,0.577235507246377,24,1160243
8,90187564,SYN9235,90425756,PZE-108051282,0.424586956521739,12,238192
8,91386309,PZE-108051785,91424222,PZE-108051799,0.242572463768117,3,37913
8,91862643,PZE-108051988,91873848,PZE-108051997,0.25398913043478,2,11205
8,94578742,PZE-108052985,94696672,PZE-108053103,0.46781739130435,5,117930
8,95580373,PZE-108053588,96076158,SYN3403,0.670963043478264,20,495785
8,99158951,SYN20212,99161510,PZE-108055186,0.501478260869565,3,2559
8,99176891,PZE-108055230,99280801,PZE-108055317,0.444989130434781,4,103910
8,99969884,PZE-108055572,99970124,PZE-108055575,0.655282608695652,2,240
8,100397006,PZE-108055738,101116868,PZE-108056153,0.413342391304346,12,719862
8,101669727,PZE-108056593,101775535,PZE-108056704,0.439565217391303,6,105808
8,102263567,PUT-163a-74239932-3645,103192437,SYN21444,1.3306066252588,21,928870
8,103367952,PZE-108057905,103901056,PZE-108058222,0.806316576086961,16,533104
8,104462824,PZE-108058477,104463029,PZE-108058478,0.728891304347825,2,205
8,104819451,PZE-108058764,105132722,PZE-108058939,0.716101449275367,3,313271
8,106208165,PZE-108059416,106282153,SYN16948,0.534622282608696,8,73988
8,106743096,PZE-108059739,106855953,SYN18558,1.39715217391304,11,112857
8,107010896,PZE-108060017,109672709,PZE-108061148,0.934331174838113,47,2661813
8,109934768,PZE-108061313,109962068,SYN19060,0.21186956521739,4,27300
8,111196475,PZE-108062273,111825538,PZE-108062578,1.12942753623188,12,629063
8,112311645,PZE-108062772,113298023,PZE-108063396,1.49054628330996,31,986378
8,113716466,PZE-108063633,115406857,PZE-108064616,2.01680248447205,35,1690391
8,116305315,PZB01883.2,116867658,PZE-108065360,0.768725,20,562343
8,117437378,SYN27030,117572654,SYN37439,0.27852173913043,3,135276
8,117871384,PZE-108066080,118005735,SYN15980,1.20618695652174,5,134351
8,118401344,SYNGENTA14910,118787645,PZE-108067060,0.615018633540373,14,386301
8,119041845,PZA03509.1,119151487,PZE-108067429,0.288925465838511,7,109642
8,119583922,PZE-108067816,119643904,SYN2891,0.608253623188407,3,59982
8,119829842,SYN13443,119836405,SYN13435,0.40711739130435,5,6563
8,120014365,SYN20220,120875063,SYN12976,0.417056265984655,17,860698
8,121896035,PZE-108069434,123056834,PZE-108070194,0.749167798913044,32,1160799
8,123511872,PZE-108070393,123511998,SYN11935,1.532,2,126
8,124283503,PZE-108071011,124457676,PZE-108071309,0.83590579710145,6,174173
8,124792740,PZE-108071654,125198458,PZE-108072188,0.603597254004574,19,405718
8,125473101,PZE-108072485,125590026,PZE-108072532,0.583965838509316,7,116925
8,126077120,PZE-108072699,126080719,PZE-108072703,0.222798913043478,4,3599
8,128350315,PZE-108073496,128603188,PZE-108073672,1.20085217391304,10,252873
8,131584062,PZE-108076252,132003545,SYNGENTA17044,0.385551932367151,18,419483
8,132877586,PZE-108077348,133034210,PZE-108077447,0.42247826086957,5,156624
8,133179660,SYNGENTA0179,133562520,PZE-108077879,1.07510559006211,14,382860
8,135774948,PZE-108079531,136138158,PZE-108080073,0.594247491638795,13,363210
8,136415654,SYN27894,138264051,PZE-108081372,1.4005459486166,44,1848397
8,138390683,PZE-108081468,138795042,SYN7980,0.791980549199084,19,404359
8,140094813,PZE-108083275,140097654,PZE-108083286,0.99795652173913,2,2841
8,140460935,SYN3892,140582513,PZE-108083725,0.671599378881989,7,121578
8,142294302,PUT-163a-16925878-1123,142331208,PZE-108085309,0.388027173913042,4,36906
8,142668186,PZA03608.2,143009047,PZE-108085971,0.872398550724637,6,340861
8,143367589,PZE-108086277,143463648,PZE-108086333,0.266013043478261,5,96059
8,144021136,PZE-108086642,144374871,PZE-108086766,0.522394927536232,6,353735
8,144674461,PZE-108087001,144732487,PZE-108087165,0.857478260869565,4,58026
8,145082977,PZE-108087250,145140525,PZE-108087312,0.50867391304348,2,57548
8,145472295,PZE-108087997,145802542,PUT-163a-78074154-4087,1.01810507246377,18,330247
8,147715690,PZE-108090567,147726125,PZA03651.1,0.483891304347825,6,10435
8,148906011,PZE-108091606,148926877,PZE-108091593,0.42596739130435,2,20866
8,149148239,PZE-108092117,149304728,PZE-108092331,0.414920289855073,3,156489
8,149888147,PZE-108092820,149995293,PZE-108093081,0.372978260869562,5,107146
8,150671283,PZE-108093887,151022850,PZE-108094235,1.45366956521739,10,351567
8,151205062,PZE-108094442,151660037,PZE-108095253,0.312469565217392,10,454975
8,152323044,PZE-108095959,152768590,PZE-108096732,1.00848097826087,16,445546
8,155029958,PZE-108098682,155051934,PZE-108098736,1.73079347826086,2,21976
8,155636534,PZE-108099415,155653331,PZE-108099484,0.883385869565215,4,16797
8,156436697,PZE-108100367,156460638,PZE-108100441,0.32341304347826,3,23941
8,156574687,PZE-108100583,156638138,PZE-108100734,0.56766425120773,9,63451
8,156907697,PZA03696.2,156907918,PZA03696.3,0.210282608695652,3,221
8,157376501,PZE-108101499,157989796,PZE-108102648,0.783512228260869,16,613295
8,158442874,PZE-108102902,158762013,PZE-108103023,1.16265942028985,6,319139
8,158984163,PZE-108103193,159014083,PZE-108103365,0.901184782608697,4,29920
8,159952552,PZE-108105216,159989722,PZE-108105473,0.489232919254659,7,37170
8,161635677,PZE-108108010,161766769,SYN4196,0.46269565217391,4,131092
8,161838267,SYN9929,161901909,PZE-108108515,1.59782789855072,12,63642
8,162832884,SYN13353,162965158,PZE-108110131,0.28495652173913,6,132274
8,163115932,PZA03593.1,163220995,PZE-108110343,0.896681159420287,3,105063
8,163309859,SYN14062,163741671,SYN17500,1.0854347826087,18,431812
8,164898780,SYN30183,164900194,PZE-108113587,2.65744202898551,3,1414
8,165167224,PZE-108114003,165177307,PZE-108114046,0.476347826086957,3,10083
8,165989338,PZE-108116181,166484147,SYN12100,0.900875776397515,14,494809
8,166672371,SYN31086,166676070,SYN31082,1.03932608695652,2,3699
8,167782275,SYN26309,168275373,PZE-108120405,0.62975724637681,12,493098
