bid,chr,pos,mex
4_19223,4,1.9223e+20,6.63280051150895
4_19225,4,1.9225e+20,6.74901534526854
4_19226,4,1.9226e+20,6.6743989769821
4_19232,4,1.9232e+20,7.27994884910486
4_19238,4,1.9238e+20,6.65696930946292
4_19246,4,1.9246e+20,6.30984654731458
4_19258,4,1.9258e+20,6.08127237851663
4_19266,4,1.9266e+20,6.37196291560102
4_19270,4,1.927e+20,6.16260230179028
4_19273,4,1.9273e+20,6.02591432225064
4_19282,4,1.9282e+20,5.62837595907929
4_19315,4,1.9315e+20,6.73367647058824
4_19316,4,1.9316e+20,6.78968030690537
4_19323,4,1.9323e+20,7.8182800511509
4_19335,4,1.9335e+20,7.8182800511509
4_19336,4,1.9336e+20,7.8182800511509
4_19361,4,1.9361e+20,7.8182800511509
4_19374,4,1.9374e+20,7.8182800511509
4_19375,4,1.9375e+20,7.8182800511509
4_19376,4,1.9376e+20,7.8182800511509
4_19377,4,1.9377e+20,7.75960358056266
4_19389,4,1.9389e+20,5.93184782608696
4_19400,4,1.94e+20,5.58786445012788
4_19401,4,1.9401e+20,5.58002557544757
4_19406,4,1.9406e+20,5.75283248081842
4_19411,4,1.9411e+20,5.98887468030691
4_19422,4,1.9422e+20,8.29923913043478
4_19434,4,1.9434e+20,8.29923913043478
4_19452,4,1.9452e+20,8.29923913043478
4_19461,4,1.9461e+20,8.29923913043478
4_19477,4,1.9477e+20,8.29923913043478
4_19484,4,1.9484e+20,8.29923913043478
4_19485,4,1.9485e+20,8.29923913043478
4_19488,4,1.9488e+20,8.29923913043478
4_19491,4,1.9491e+20,8.29923913043478
4_19498,4,1.9498e+20,8.29923913043478
4_19501,4,1.9501e+20,6.89868286445012
4_19502,4,1.9502e+20,6.97437340153452
4_19503,4,1.9503e+20,6.96459079283887
4_19506,4,1.9506e+20,6.67297314578005
4_19698,4,1.9698e+20,5.10026854219949
4_19699,4,1.9699e+20,5.10026854219949
4_19705,4,1.9705e+20,5.10026854219949
4_19707,4,1.9707e+20,5.10026854219949
4_19715,4,1.9715e+20,5.10026854219949
4_19736,4,1.9736e+20,5.10026854219949
4_19737,4,1.9737e+20,5.10026854219949
4_19739,4,1.9739e+20,5.24314578005115
4_19753,4,1.9753e+20,5.81793797953965
4_19767,4,1.9767e+20,6.24298593350384
4_19771,4,1.9771e+20,6.44657289002558
4_19772,4,1.9772e+20,6.48380434782609
4_19782,4,1.9782e+20,6.23232097186701
4_19808,4,1.9808e+20,6.42509590792839
4_19811,4,1.9811e+20,6.42509590792839
4_19812,4,1.9812e+20,6.42509590792839
4_19813,4,1.9813e+20,7.24990409207162
4_19815,4,1.9815e+20,7.24990409207162
4_19818,4,1.9818e+20,7.24990409207162
4_19833,4,1.9833e+20,7.24990409207162
4_19837,4,1.9837e+20,7.24990409207162
4_19839,4,1.9839e+20,6.57866368286445
4_19841,4,1.9841e+20,8.03432864450128
4_19877,4,1.9877e+20,8.03432864450128
4_19878,4,1.9878e+20,8.03432864450128
4_19880,4,1.988e+20,8.03432864450128
4_19881,4,1.9881e+20,8.03324168797954
4_19892,4,1.9892e+20,8.03476342710998
4_19893,4,1.9893e+20,8.03476342710998
4_19900,4,1.99e+20,5.95400895140665
4_19904,4,1.9904e+20,7.81486572890026
4_19907,4,1.9907e+20,8.51434782608696
4_19908,4,1.9908e+20,8.7354587595908
4_19917,4,1.9917e+20,8.92774083546462
4_19918,4,1.9918e+20,8.47605498721228
4_19922,4,1.9922e+20,6.77579923273657
4_19928,4,1.9928e+20,7.223452685422
4_19929,4,1.9929e+20,7.22367007672635
4_19955,4,1.9955e+20,7.22367007672635
4_19960,4,1.996e+20,7.22367007672635
4_19971,4,1.9971e+20,8.15340153452685
4_19973,4,1.9973e+20,8.15340153452685
4_19978,4,1.9978e+20,8.15340153452685
4_19979,4,1.9979e+20,8.10412404092071
4_19980,4,1.998e+20,7.79305626598466
4_19994,4,1.9994e+20,3.13173913043478
4_19995,4,1.9995e+20,3.13173913043478
4_19996,4,1.9996e+20,3.13173913043478
4_20003,4,2.0003e+20,3.13173913043478
4_20006,4,2.0006e+20,3.13173913043478
4_20016,4,2.0016e+20,3.13173913043478
4_20019,4,2.0019e+20,3.13173913043478
4_20037,4,2.0037e+20,3.13173913043478
4_20053,4,2.0053e+20,3.13173913043478
4_20054,4,2.0054e+20,3.13173913043478
4_20070,4,2.007e+20,3.14820971867007
4_20071,4,2.0071e+20,3.50962276214833
4_20074,4,2.0074e+20,5.35999360613811
4_20084,4,2.0084e+20,7.68287723785166
4_20087,4,2.0087e+20,6.4013746803069
4_20096,4,2.0096e+20,6.56647058823529
4_20097,4,2.0097e+20,6.58024936061381
4_20108,4,2.0108e+20,6.20859335038363
4_20111,4,2.0111e+20,6.22140664961637
4_20112,4,2.0112e+20,7.06411764705882
4_20124,4,2.0124e+20,5.81686061381075
4_20136,4,2.0136e+20,5.81686061381075
4_20137,4,2.0137e+20,5.81686061381075
4_20146,4,2.0146e+20,5.81686061381075
4_20147,4,2.0147e+20,5.81686061381075
4_20148,4,2.0148e+20,5.81686061381075
4_20155,4,2.0155e+20,5.81686061381075
4_20164,4,2.0164e+20,5.81686061381075
4_20173,4,2.0173e+20,5.81686061381075
4_20175,4,2.0175e+20,5.81686061381075
4_20179,4,2.0179e+20,5.81686061381075
4_20189,4,2.0189e+20,5.81686061381075
4_20205,4,2.0205e+20,5.81686061381075
4_20207,4,2.0207e+20,5.81686061381075
4_20208,4,2.0208e+20,5.81686061381075
4_20228,4,2.0228e+20,7.06199488491049
4_20252,4,2.0252e+20,7.44643222506393
4_20259,4,2.0259e+20,7.44857416879795
4_20276,4,2.0276e+20,7.4108631713555
4_20310,4,2.031e+20,6.83240409207161
4_20313,4,2.0313e+20,6.78953964194374
4_20322,4,2.0322e+20,6.63063299232737
4_20323,4,2.0323e+20,6.63037723785167
4_20328,4,2.0328e+20,6.50961636828645
4_20329,4,2.0329e+20,6.50961636828645
4_20346,4,2.0346e+20,6.18557544757033
4_20348,4,2.0348e+20,6.18872122762148
4_20354,4,2.0354e+20,6.14667519181586
4_20365,4,2.0365e+20,6.15264066496164
4_20369,4,2.0369e+20,6.11537084398977
4_20382,4,2.0382e+20,6.09001918158567
4_20394,4,2.0394e+20,6.0259462915601
4_20421,4,2.0421e+20,6.56984654731458
4_20430,4,2.043e+20,7.9170716112532
4_20434,4,2.0434e+20,7.9170716112532
4_20435,4,2.0435e+20,7.9170716112532
4_20437,4,2.0437e+20,7.9170716112532
4_20438,4,2.0438e+20,7.9170716112532
4_20442,4,2.0442e+20,7.9170716112532
4_20460,4,2.046e+20,7.9170716112532
4_20467,4,2.0467e+20,6.2543989769821
4_20470,4,2.047e+20,6.2543989769821
4_20471,4,2.0471e+20,6.2543989769821
4_20476,4,2.0476e+20,6.2543989769821
4_20485,4,2.0485e+20,6.2543989769821
4_20486,4,2.0486e+20,6.5122399829497
4_20496,4,2.0496e+20,7.42246163682864
4_20497,4,2.0497e+20,8.155952685422
4_20515,4,2.0515e+20,9.49210997442455
4_20518,4,2.0518e+20,9.49210997442455
4_20520,4,2.052e+20,9.43864450127877
4_20531,4,2.0531e+20,9.16040920716113
4_20538,4,2.0538e+20,9.05847826086957
4_20541,4,2.0541e+20,8.8881010230179
4_20543,4,2.0543e+20,8.87314578005115
4_20566,4,2.0566e+20,8.8581905370844
4_20578,4,2.0578e+20,9.05067774936061
4_20597,4,2.0597e+20,7.41494884910486
4_20598,4,2.0598e+20,7.38505754475703
4_20608,4,2.0608e+20,7.08427109974425
4_20637,4,2.0637e+20,6.75031969309463
4_20646,4,2.0646e+20,6.83017902813299
4_20655,4,2.0655e+20,6.98418158567775
4_20667,4,2.0667e+20,7.20316496163683
4_20696,4,2.0696e+20,7.80497442455243
4_20708,4,2.0708e+20,8.29230179028132
4_20716,4,2.0716e+20,8.53651534526854
4_20719,4,2.0719e+20,8.53586956521739
4_20726,4,2.0726e+20,8.68219948849105
4_20727,4,2.0727e+20,8.68219948849105
4_20728,4,2.0728e+20,8.68219948849105
4_20741,4,2.0741e+20,8.68219948849105
4_20744,4,2.0744e+20,8.68219948849105
4_20753,4,2.0753e+20,6.7640537084399
4_20756,4,2.0756e+20,6.48796675191816
4_20757,4,2.0757e+20,6.47709079283887
4_20786,4,2.0786e+20,6.32688832054561
4_20795,4,2.0795e+20,7.16359974424553
4_20798,4,2.0798e+20,6.85711636828645
4_20810,4,2.081e+20,5.71128516624041
4_20824,4,2.0824e+20,5.39843989769821
4_20825,4,2.0825e+20,5.39230818414322
4_20840,4,2.084e+20,5.23380914322251
4_20841,4,2.0841e+20,5.18892583120205
4_20849,4,2.0849e+20,5.26015345268542
4_20859,4,2.0859e+20,6.28382139812446
4_20881,4,2.0881e+20,6.15874040920716
4_20888,4,2.0888e+20,6.34226342710998
4_20902,4,2.0902e+20,8.26747442455243
4_20907,4,2.0907e+20,8.90055626598466
4_20923,4,2.0923e+20,6.97462276214834
4_20925,4,2.0925e+20,7.07204283887468
4_20926,4,2.0926e+20,7.13082480818414
4_20939,4,2.0939e+20,7.13082480818414
4_20942,4,2.0942e+20,7.13082480818414
4_20945,4,2.0945e+20,7.13082480818414
4_20947,4,2.0947e+20,7.13082480818414
4_20961,4,2.0961e+20,6.94109974424553
4_20980,4,2.098e+20,8.10533248081842
4_20981,4,2.0981e+20,8.10533248081842
4_20998,4,2.0998e+20,8.08092071611254
4_21011,4,2.1011e+20,6.52088235294118
4_21014,4,2.1014e+20,6.46215473145779
4_21016,4,2.1016e+20,6.46215473145779
4_21024,4,2.1024e+20,6.46215473145779
4_21039,4,2.1039e+20,6.46215473145779
4_21050,4,2.105e+20,6.01799232736572
4_21069,4,2.1069e+20,6.08547953964195
4_21087,4,2.1087e+20,6.37287084398977
4_21088,4,2.1088e+20,6.55372762148337
4_21108,4,2.1108e+20,7.38904518329071
4_21116,4,2.1116e+20,7.41304028132992
4_21117,4,2.1117e+20,7.41037723785167
4_21119,4,2.1119e+20,7.52180306905371
4_21120,4,2.112e+20,7.49151278772379
4_21129,4,2.1129e+20,6.64212276214834
4_21130,4,2.113e+20,6.65023657289003
4_21148,4,2.1148e+20,6.65023657289003
4_21165,4,2.1165e+20,6.14745524296675
4_21204,4,2.1204e+20,7.26955242966752
4_21214,4,2.1214e+20,7.26955242966752
4_21216,4,2.1216e+20,7.26955242966752
4_21222,4,2.1222e+20,7.26955242966752
4_21231,4,2.1231e+20,7.26955242966752
4_21232,4,2.1232e+20,7.26955242966752
4_21233,4,2.1233e+20,7.26955242966752
4_21260,4,2.126e+20,6.30278132992327
4_21511,4,2.1511e+20,8.40182225063939
4_21523,4,2.1523e+20,8.40182225063939
4_21527,4,2.1527e+20,8.40182225063939
4_21539,4,2.1539e+20,8.40182225063939
4_21540,4,2.154e+20,8.40182225063939
4_21544,4,2.1544e+20,8.40182225063939
4_21558,4,2.1558e+20,8.24109654731458
4_21569,4,2.1569e+20,6.85927749360614
4_21572,4,2.1572e+20,6.42218670076727
4_21577,4,2.1577e+20,6.17171994884911
4_21600,4,2.16e+20,6.87285592497869
4_21620,4,2.162e+20,7.35751918158567
4_21624,4,2.1624e+20,7.35751918158567
4_21636,4,2.1636e+20,7.35751918158567
4_21637,4,2.1637e+20,7.32800831202046
4_21652,4,2.1652e+20,6.66764705882353
4_21661,4,2.1661e+20,6.15508312020461
4_21671,4,2.1671e+20,6.74546994884911
4_21681,4,2.1681e+20,6.78060741687979
4_21702,4,2.1702e+20,6.89021099744245
4_21709,4,2.1709e+20,6.89021099744245
4_21710,4,2.171e+20,6.89021099744245
4_21714,4,2.1714e+20,6.89021099744245
4_21737,4,2.1737e+20,6.95799872122762
4_21752,4,2.1752e+20,7.99644501278772
4_21759,4,2.1759e+20,7.99644501278772
4_21760,4,2.176e+20,7.99644501278772
4_21765,4,2.1765e+20,7.99644501278772
4_21768,4,2.1768e+20,7.99644501278772
4_21791,4,2.1791e+20,7.99644501278772
4_21792,4,2.1792e+20,7.99644501278772
4_21814,4,2.1814e+20,6.36776854219949
4_21816,4,2.1816e+20,6.37565856777494
4_21832,4,2.1832e+20,6.80575447570332
4_21867,4,2.1867e+20,6.63179667519181
4_21874,4,2.1874e+20,6.63179667519181
4_21877,4,2.1877e+20,6.63179667519181
4_21879,4,2.1879e+20,6.63179667519181
4_21882,4,2.1882e+20,6.63179667519181
4_21885,4,2.1885e+20,6.63179667519181
4_21894,4,2.1894e+20,6.37929667519181
4_21915,4,2.1915e+20,8.28846547314578
4_21948,4,2.1948e+20,6.71051150895141
4_21949,4,2.1949e+20,6.71051150895141
4_21952,4,2.1952e+20,6.71051150895141
4_21959,4,2.1959e+20,6.71051150895141
4_21960,4,2.196e+20,6.71051150895141
4_21971,4,2.1971e+20,6.71051150895141
4_21978,4,2.1978e+20,6.71051150895141
4_21995,4,2.1995e+20,6.71051150895141
4_21999,4,2.1999e+20,5.1622921994885
4_22000,4,2.2e+20,3.61407289002558
4_22001,4,2.2001e+20,3.61407289002558
4_22009,4,2.2009e+20,3.61407289002558
4_22027,4,2.2027e+20,3.61407289002558
4_22034,4,2.2034e+20,3.61407289002558
4_22048,4,2.2048e+20,3.61407289002558
4_22051,4,2.2051e+20,2.93059462915601
4_22061,4,2.2061e+20,3.59776854219949
4_22066,4,2.2066e+20,3.59791560102302
4_22077,4,2.2077e+20,3.59806265984654
4_22081,4,2.2081e+20,3.59718030690537
4_22087,4,2.2087e+20,3.58570971867007
4_22090,4,2.209e+20,3.55629795396419
4_22091,4,2.2091e+20,3.67747442455243
4_22092,4,2.2092e+20,3.79688618925831
4_22094,4,2.2094e+20,3.81093030690537
4_22095,4,2.2095e+20,3.85012148337596
4_22105,4,2.2105e+20,3.96129795396419
4_22107,4,2.2107e+20,3.96129795396419
4_22109,4,2.2109e+20,3.91409207161125
4_22110,4,2.211e+20,3.9598273657289
4_22122,4,2.2122e+20,3.9598273657289
4_22130,4,2.213e+20,3.9598273657289
4_22145,4,2.2145e+20,3.9598273657289
4_22147,4,2.2147e+20,3.9598273657289
4_22151,4,2.2151e+20,3.9598273657289
4_22152,4,2.2152e+20,3.9598273657289
4_22171,4,2.2171e+20,3.9598273657289
4_22174,4,2.2174e+20,3.9598273657289
4_22176,4,2.2176e+20,3.9598273657289
4_22189,4,2.2189e+20,3.9598273657289
4_22190,4,2.219e+20,4.3821483375959
4_22199,4,2.2199e+20,5.88543797953964
4_22201,4,2.2201e+20,6.10884271099744
4_22207,4,2.2207e+20,6.49440537084399
4_22269,4,2.2269e+20,6.81422634271099
4_22271,4,2.2271e+20,6.81422634271099
4_22272,4,2.2272e+20,6.81422634271099
4_22274,4,2.2274e+20,6.81422634271099
4_22280,4,2.228e+20,6.81422634271099
4_22281,4,2.2281e+20,6.81422634271099
4_22283,4,2.2283e+20,6.81422634271099
4_22290,4,2.229e+20,6.81422634271099
4_22295,4,2.2295e+20,6.81422634271099
4_22296,4,2.2296e+20,6.81422634271099
4_22311,4,2.2311e+20,6.34856138107417
4_22321,4,2.2321e+20,6.68097826086957
4_22344,4,2.2344e+20,6.30439258312021
4_22347,4,2.2347e+20,6.30439258312021
4_22351,4,2.2351e+20,6.30439258312021
4_22360,4,2.236e+20,6.30439258312021
4_22366,4,2.2366e+20,6.30439258312021
4_22367,4,2.2367e+20,6.30439258312021
4_22383,4,2.2383e+20,6.30439258312021
4_22387,4,2.2387e+20,6.30439258312021
4_22404,4,2.2404e+20,6.28032182438193
4_22405,4,2.2405e+20,5.77195652173913
4_22407,4,2.2407e+20,5.9003037084399
4_22424,4,2.2424e+20,5.62429667519181
4_22431,4,2.2431e+20,5.77333120204604
4_22473,4,2.2473e+20,6.34908248081841
4_22488,4,2.2488e+20,6.54901534526854
4_22491,4,2.2491e+20,7.23425191815857
4_22495,4,2.2495e+20,7.23425191815857
4_22496,4,2.2496e+20,7.23425191815857
4_22501,4,2.2501e+20,8.19115089514066
4_22502,4,2.2502e+20,8.19115089514066
4_22507,4,2.2507e+20,8.19115089514066
4_22526,4,2.2526e+20,8.19115089514066
4_22527,4,2.2527e+20,8.19115089514066
4_22542,4,2.2542e+20,8.19115089514066
4_22552,4,2.2552e+20,8.19115089514066
4_22557,4,2.2557e+20,8.19115089514066
4_22569,4,2.2569e+20,6.56873401534527
4_22573,4,2.2573e+20,7.12123401534527
4_22585,4,2.2585e+20,7.27073529411765
4_22599,4,2.2599e+20,7.27073529411765
4_22607,4,2.2607e+20,6.36744245524297
4_22627,4,2.2627e+20,6.15143222506393
4_22662,4,2.2662e+20,8.00711636828645
4_22668,4,2.2668e+20,6.91755115089514
4_22672,4,2.2672e+20,5.58033248081842
4_22679,4,2.2679e+20,5.58033248081842
4_22694,4,2.2694e+20,5.58033248081842
4_22695,4,2.2695e+20,5.58033248081842
4_22710,4,2.271e+20,5.58033248081842
4_22711,4,2.2711e+20,5.58033248081842
4_22721,4,2.2721e+20,5.58033248081842
4_22728,4,2.2728e+20,5.58033248081842
4_22755,4,2.2755e+20,5.58033248081842
4_22762,4,2.2762e+20,5.58033248081842
4_22766,4,2.2766e+20,5.58033248081842
4_22772,4,2.2772e+20,5.58033248081842
4_22774,4,2.2774e+20,5.58033248081842
4_22776,4,2.2776e+20,5.58033248081842
4_22789,4,2.2789e+20,5.40150415601023
4_22801,4,2.2801e+20,6.56855498721228
4_22803,4,2.2803e+20,6.55728047740836
4_22855,4,2.2855e+20,6.10943734015345
4_22862,4,2.2862e+20,6.10943734015345
4_22863,4,2.2863e+20,6.36656010230179
4_22866,4,2.2866e+20,6.36656010230179
4_22881,4,2.2881e+20,6.26125959079284
4_22903,4,2.2903e+20,6.35217391304348
4_22917,4,2.2917e+20,6.35217391304348
4_22918,4,2.2918e+20,6.35217391304348
4_22934,4,2.2934e+20,5.70493606138108
4_22935,4,2.2935e+20,6.82836956521739
4_22941,4,2.2941e+20,6.82836956521739
4_22950,4,2.295e+20,6.82836956521739
4_22951,4,2.2951e+20,6.82836956521739
4_22954,4,2.2954e+20,5.13587595907929
4_22982,4,2.2982e+20,5.13587595907929
4_22990,4,2.299e+20,5.13587595907929
4_22998,4,2.2998e+20,5.13587595907929
4_23018,4,2.3018e+20,5.13969948849105
4_23019,4,2.3019e+20,6.29091432225064
4_23021,4,2.3021e+20,6.29091432225064
4_23022,4,2.3022e+20,6.29091432225064
4_23035,4,2.3035e+20,7.89646739130435
4_23037,4,2.3037e+20,8.06317774936061
4_23040,4,2.304e+20,8.06317774936061
4_23048,4,2.3048e+20,8.06317774936061
4_23059,4,2.3059e+20,6.72402173913043
4_23080,4,2.308e+20,6.09298593350384
4_23089,4,2.3089e+20,6.48600383631713
4_23104,4,2.3104e+20,6.18437979539642
4_23115,4,2.3115e+20,5.96701406649616
4_23121,4,2.3121e+20,5.96701406649616
4_23124,4,2.3124e+20,5.96701406649616
4_23133,4,2.3133e+20,6.02976982097186
4_23140,4,2.314e+20,6.52969309462915
4_23141,4,2.3141e+20,6.7113331202046
4_23142,4,2.3142e+20,6.76812020460358
4_23148,4,2.3148e+20,6.76812020460358
4_23151,4,2.3151e+20,6.08668158567775
4_23162,4,2.3162e+20,6.62812020460358
4_23173,4,2.3173e+20,6.62812020460358
4_23174,4,2.3174e+20,6.5739226342711
4_23190,4,2.319e+20,8.19028772378517
4_23197,4,2.3197e+20,6.50878516624041
4_23200,4,2.32e+20,6.39667519181586
4_23203,4,2.3203e+20,6.44702685421995
4_23214,4,2.3214e+20,6.72354859335038
4_23261,4,2.3261e+20,6.21523017902814
4_23294,4,2.3294e+20,6.5258094629156
4_23301,4,2.3301e+20,6.92854219948849
4_23302,4,2.3302e+20,6.54076086956522
4_23312,4,2.3312e+20,6.64377237851663
4_23313,4,2.3313e+20,6.64377237851663
4_23320,4,2.332e+20,5.48881713554988
4_23321,4,2.3321e+20,5.48881713554988
4_23322,4,2.3322e+20,5.48881713554988
4_23325,4,2.3325e+20,5.48881713554988
4_23326,4,2.3326e+20,5.48881713554988
4_23327,4,2.3327e+20,5.48881713554988
4_23354,4,2.3354e+20,5.72184782608696
4_23363,4,2.3363e+20,5.99446930946292
4_23376,4,2.3376e+20,5.99446930946292
4_23378,4,2.3378e+20,5.99446930946292
4_23380,4,2.338e+20,7.90565217391304
4_23381,4,2.3381e+20,8.5758567774936
4_23382,4,2.3382e+20,8.5758567774936
4_23383,4,2.3383e+20,8.5758567774936
4_23385,4,2.3385e+20,8.5758567774936
4_23386,4,2.3386e+20,8.5758567774936
4_23387,4,2.3387e+20,8.16082480818414
4_23399,4,2.3399e+20,6.78424765558397
4_23412,4,2.3412e+20,5.88109590792839
4_23419,4,2.3419e+20,5.6980179028133
4_23433,4,2.3433e+20,5.6980179028133
4_23434,4,2.3434e+20,5.76108056265985
4_23436,4,2.3436e+20,5.83101023017903
4_23440,4,2.344e+20,6.08735933503836
4_23441,4,2.3441e+20,6.40289641943734
4_23442,4,2.3442e+20,5.93806905370844
4_23443,4,2.3443e+20,5.85626598465473
4_23450,4,2.345e+20,5.83782608695652
4_23457,4,2.3457e+20,6.1521131713555
4_23468,4,2.3468e+20,5.94274296675192
4_23469,4,2.3469e+20,6.10204603580563
4_23471,4,2.3471e+20,7.61305626598466
4_23473,4,2.3473e+20,7.61305626598466
4_23479,4,2.3479e+20,5.9487148337596
4_23482,4,2.3482e+20,5.76140664961637
4_23483,4,2.3483e+20,5.76491368286445
4_23487,4,2.3487e+20,6.13119565217391
4_23490,4,2.349e+20,6.14533887468031
4_23491,4,2.3491e+20,6.05539002557545
4_23508,4,2.3508e+20,6.7174104859335
4_23509,4,2.3509e+20,6.62849744245524
4_23516,4,2.3516e+20,5.64422634271099
4_23517,4,2.3517e+20,5.64422634271099
4_23520,4,2.352e+20,5.64422634271099
4_23521,4,2.3521e+20,5.64422634271099
4_23523,4,2.3523e+20,6.63068414322251
4_23527,4,2.3527e+20,4.33580562659847
4_23528,4,2.3528e+20,4.33580562659847
4_23530,4,2.353e+20,4.33580562659847
4_23532,4,2.3532e+20,4.33580562659847
4_23534,4,2.3534e+20,4.33580562659847
4_23539,4,2.3539e+20,4.33580562659847
4_23540,4,2.354e+20,4.33580562659847
4_23545,4,2.3545e+20,4.33580562659847
4_23572,4,2.3572e+20,7.38510869565217
4_23573,4,2.3573e+20,7.28356937340153
4_23574,4,2.3574e+20,6.83562659846548
4_23575,4,2.3575e+20,6.37570971867007
4_23576,4,2.3576e+20,6.15884910485934
4_23608,4,2.3608e+20,5.87390664961637
4_23609,4,2.3609e+20,5.95234015345268
4_23611,4,2.3611e+20,6.68239769820972
4_23617,4,2.3617e+20,2.60120204603581
4_23619,4,2.3619e+20,2.60120204603581
4_23621,4,2.3621e+20,2.60120204603581
4_23622,4,2.3622e+20,2.60120204603581
4_23637,4,2.3637e+20,2.60120204603581
4_23638,4,2.3638e+20,6.00470588235294
4_23641,4,2.3641e+20,6.40524936061381
4_23647,4,2.3647e+20,5.97979539641944
4_23655,4,2.3655e+20,5.77410485933504
4_23656,4,2.3656e+20,5.77410485933504
4_23657,4,2.3657e+20,6.00427749360614
4_23667,4,2.3667e+20,6.50046035805626
4_23669,4,2.3669e+20,6.48145780051151
4_23673,4,2.3673e+20,6.44332480818414
4_23676,4,2.3676e+20,6.42787084398977
4_23686,4,2.3686e+20,6.41385549872123
4_23688,4,2.3688e+20,6.49294330775789
4_23690,4,2.369e+20,6.55375319693094
4_23695,4,2.3695e+20,6.00136189258312
4_23697,4,2.3697e+20,7.3124104859335
4_23703,4,2.3703e+20,7.82064151747655
4_23704,4,2.3704e+20,6.98619565217391
4_23714,4,2.3714e+20,5.49553069053709
4_23726,4,2.3726e+20,5.75828644501278
4_23727,4,2.3727e+20,4.62051150895141
4_23732,4,2.3732e+20,4.62051150895141
4_23739,4,2.3739e+20,4.62051150895141
4_23744,4,2.3744e+20,4.62051150895141
4_23745,4,2.3745e+20,6.65084398976982
4_23746,4,2.3746e+20,6.65084398976982
4_23749,4,2.3749e+20,6.65084398976982
4_23750,4,2.375e+20,6.65084398976982
4_23751,4,2.3751e+20,6.50121483375959
4_23752,4,2.3752e+20,5.68978260869565
4_23760,4,2.376e+20,5.90285805626598
4_23761,4,2.3761e+20,6.55469309462915
4_23762,4,2.3762e+20,6.93405690537084
4_23768,4,2.3768e+20,5.86462915601023
4_23770,4,2.377e+20,5.74039641943734
4_23771,4,2.3771e+20,6.23104859335038
4_23777,4,2.3777e+20,7.5505242966752
4_23778,4,2.3778e+20,7.77044757033248
4_23791,4,2.3791e+20,7.77044757033248
4_23795,4,2.3795e+20,7.77044757033248
4_23801,4,2.3801e+20,6.03183503836317
4_23805,4,2.3805e+20,5.85360613810741
4_23806,4,2.3806e+20,5.86742966751918
4_23817,4,2.3817e+20,5.94181585677749
4_23822,4,2.3822e+20,5.87588235294118
4_23828,4,2.3828e+20,6.91332480818414
4_23830,4,2.383e+20,6.68954219948849
4_23832,4,2.3832e+20,6.85129795396419
4_23833,4,2.3833e+20,6.76282608695652
4_23836,4,2.3836e+20,6.26440537084399
4_23837,4,2.3837e+20,6.26440537084399
4_23842,4,2.3842e+20,6.33210997442455
4_23843,4,2.3843e+20,6.33210997442455
4_23844,4,2.3844e+20,6.33210997442455
4_23846,4,2.3846e+20,6.03423913043478
4_23847,4,2.3847e+20,6.03423913043478
4_23874,4,2.3874e+20,6.52305306905371
4_23875,4,2.3875e+20,6.62509590792839
4_23876,4,2.3876e+20,6.72147698209719
4_23893,4,2.3893e+20,6.88968030690537
4_23895,4,2.3895e+20,6.27586956521739
4_23896,4,2.3896e+20,6.27586956521739
4_23899,4,2.3899e+20,6.85819693094629
4_23900,4,2.39e+20,6.57602301790282
4_23908,4,2.3908e+20,5.8771611253197
4_23909,4,2.3909e+20,6.56901534526854
4_23910,4,2.391e+20,6.56901534526854
4_23914,4,2.3914e+20,6.38321611253197
4_23915,4,2.3915e+20,6.04745524296675
4_23921,4,2.3921e+20,5.97201193520887
4_23922,4,2.3922e+20,6.07645780051151
4_23937,4,2.3937e+20,6.0551662404092
4_23941,4,2.3941e+20,6.36883631713555
4_23942,4,2.3942e+20,5.96184462915601
4_23943,4,2.3943e+20,5.99186061381075
4_23949,4,2.3949e+20,5.20687979539642
4_23951,4,2.3951e+20,5.20687979539642
4_23962,4,2.3962e+20,5.20687979539642
4_23963,4,2.3963e+20,5.20687979539642
4_23964,4,2.3964e+20,6.10152813299233
4_23968,4,2.3968e+20,6.31777493606138
4_23969,4,2.3969e+20,7.18992966751918
4_23970,4,2.397e+20,7.18992966751918
4_23978,4,2.3978e+20,5.64770140664962
4_23980,4,2.398e+20,6.27842071611253
4_23994,4,2.3994e+20,6.11124040920716
4_24004,4,2.4004e+20,6.1975
4_24011,4,2.4011e+20,5.45587595907929
4_24012,4,2.4012e+20,5.45587595907929
4_24023,4,2.4023e+20,5.45587595907929
4_24025,4,2.4025e+20,6.11150895140665
4_24034,4,2.4034e+20,5.86184782608696
4_24041,4,2.4041e+20,5.93971227621483
4_24042,4,2.4042e+20,5.94441176470588
4_24045,4,2.4045e+20,6.28917519181586
4_24046,4,2.4046e+20,6.28156489769821
4_24047,4,2.4047e+20,6.10427749360614
4_24052,4,2.4052e+20,3.88216112531969
4_24053,4,2.4053e+20,3.74613810741688
4_24074,4,2.4074e+20,3.74613810741688
4_24075,4,2.4075e+20,3.74613810741688
4_24081,4,2.4081e+20,3.74613810741688
4_24084,4,2.4084e+20,3.74613810741688
4_24103,4,2.4103e+20,3.74613810741688
4_24105,4,2.4105e+20,3.74613810741688
4_24124,4,2.4124e+20,3.74613810741688
4_24132,4,2.4132e+20,3.74613810741688
5_11,5,1.1e+17,4.48960358056266
5_43,5,4.3e+17,4.48960358056266
5_54,5,5.4e+17,4.48960358056266
5_65,5,6.5e+17,4.48960358056266
5_66,5,6.6e+17,4.48960358056266
